903953	7989312
904423	7989317
903240	7989318
903860	7989319
905309	7989320
906344	7989325
903383	7989329
903165	7989336
903409	7989341
903242	7989343
903397	7989347
904079	7989349
903301	7989351
905689	7989361
903189	7989362
903365	7989364
903325	7989368
903334	7989371
903219	7989378
903317	7989386
904820	7989388
904382	7989390
903366	7989397
903292	7989412
905386	7989416
905431	7989424
903263	7989429
903384	7989433
903379	7989445
903218	7989446
903176	7989449
906071	7989453
903299	7989456
903269	7989461
903757	7989471
903127	7989491
903386	7989493
904862	7989494
906161	7989502
903326	7989503
905212	7989504
904752	7989506
903414	7989512
904054	7989515
903109	7989516
905925	7989521
903369	7989522
903198	7989530
903309	7989538
903274	7989547
904845	7989555
904836	7989556
903359	7989563
903408	7989564
902105	7989576
906235	7989577
906236	7989578
902101	7989583
902257	7989584
904364	7989585
902259	7989590
901794	7989591
903626	7989597
903394	7989598
902224	7989600
902195	7989601
902182	7989605
902232	7989613
906374	7989614
901915	7989615
902175	7989617
901957	7989620
901585	7989625
902275	7989629
905453	7989630
902251	7989637
902211	7989640
902179	7989656
902006	7989669
902152	7989676
901911	7989684
902124	7989689
902086	7989690
902233	7989694
904018	7989696
903405	7989699
904869	7989702
901638	7989705
901620	7989716
901464	7989717
902097	7989723
902252	7989729
903504	7989731
901968	7989736
903454	7989743
902171	7989761
901991	7989762
905411	7989765
902269	7989778
903036	7989821
901523	7989906
904574	7989985
904576	7989987
904578	7989988
904580	7989991
904615	7990020
905301	7990028
904620	7990034
904623	7990036
905307	7990038
904629	7990045
904610	7990051
904539	7990064
904641	7990066
904643	7990068
904654	7990078
904731	7990094
904676	7990105
904729	7990106
904682	7990120
905123	7990123
905149	7990130
904703	7990140
904732	7990141
904733	7990147
906217	7990148
904739	7990151
904786	7990190
904787	7990191
904771	7990198
904795	7990206
904797	7990217
905725	7990229
905772	7990239
904115	7990241
904339	7990245
904124	7990249
906345	7990251
904917	7990257
904036	7990263
905869	7990283
904154	7990284
904107	7990286
904159	7990290
904162	7990294
904551	7990299
904050	7990300
904167	7990305
904287	7990307
904269	7990322
904177	7990324
904180	7990327
904203	7990342
904208	7990345
904210	7990351
906335	7990356
903799	7990366
904238	7990399
904254	7990424
904270	7990436
904049	7990444
904289	7990451
905349	7990470
904464	7990474
904303	7990477
904902	7990479
904476	7990499
905828	7990516
903763	7990523
903597	7990532
903639	7990534
904114	7990535
903770	7990544
903740	7990548
903767	7990555
903617	7990560
903777	7990561
903718	7990562
903836	7990566
903771	7990568
903863	7990570
905266	7990576
903460	7990599
903377	7990609
903376	7990610
903695	7990618
903923	7990619
904035	7990626
904507	7990627
903853	7990639
904394	7990644
903666	7990662
903780	7990665
905327	7990685
903681	7990698
903728	7990704
905842	7990721
902109	7990745
900588	7990983
904119	7991026
905392	7991251
809679	7991430
900404	7991466
809732	7991506
809917	7991522
809564	7991533
809776	7991543
903526	7991584
905215	7991593
900967	7991612
905271	8067909
903318	8067944
904827	8097583
905248	8097592
905118	8097601
905124	8097602
905181	8097609
902276	8097613
901495	8097614
903789	8097620
905381	8097623
905406	8097636
901436	8097638
905105	8097640
906630	8097644
905014	8097645
903602	8097647
903603	8097649
905191	8097651
901411	8097652
904351	8097656
901407	8097667
904983	8097668
905003	8097669
905372	8097680
906408	8097692
905924	8097706
905207	8097707
905024	8097711
905008	8097716
905059	8097717
905069	8097719
905157	8097723
905136	8097730
905184	8097734
905833	8097738
905005	8097749
901424	8097768
900861	8097769
904697	8097787
905054	8097790
905038	8097803
905160	8097831
905166	8097855
905095	8097865
906188	8097866
905178	8097872
905380	8097878
905470	8097879
905374	8097881
906280	8097886
903457	8097888
904138	8097895
906218	8097896
904335	8097897
904091	8097898
902078	8097901
906160	8097904
906182	8097914
905993	8097917
906187	8097936
906111	8097943
906057	8097944
905970	8097952
906139	8097963
906740	8097966
905973	8097969
905929	8097994
906035	8097997
906117	8098007
906050	8098030
906059	8098032
906049	8098043
906251	8098047
906069	8098059
906208	8098068
905932	8098074
905960	8098078
905954	8098088
906398	8098097
906151	8098098
905936	8098100
905933	8098107
906015	8098113
906183	8098118
905935	8098121
905937	8098123
905979	8098124
906165	8098133
905941	8098139
906099	8098144
905987	8098150
906128	8098151
905664	8098156
905293	8098165
906273	8098178
905491	8098199
906726	8098201
905509	8098202
905706	8098214
905463	8098215
905817	8098229
905487	8098240
906399	8098243
906324	8098244
905439	8098249
905684	8098267
905665	8098269
905792	8098278
905726	8098297
905778	8098301
905497	8098312
905527	8098314
905566	8098320
905462	8098340
905630	8098347
905528	8098355
906315	8098375
906485	8134747
906458	8134749
906541	8134753
906646	8134762
906658	8134765
906674	8134767
906683	8134768
906446	8134769
906761	8134771
906442	8134774
906701	8134775
906552	8134777
906651	8134781
906606	8134798
906501	8134810
906460	8134826
906463	8134827
906657	8134843
906524	8134856
906662	8134867
906717	8134868
906637	8134878
906456	8134890
906506	8134892
906437	8134897
906600	8134902
906502	8134918
906696	8134920
906551	8134926
906687	8134931
906507	8134936
906531	8134938
906538	8134939
906580	8134942
906644	8134952
906612	8134967
906622	8134972
906765	8134980
906379	8239507
906663	8239521
906798	8239562
906804	8239566
906819	8239567
906837	8239571
906840	8446518
906900	8799481
906917	8799487
906920	8799491
906905	8799492
906938	8821833
906114	9096493
906216	9096504
904706	9096553
906998	9201125
907092	9201128
907172	9201133
906984	9201138
907123	9201140
907019	9201143
906926	9201158
907121	9201160
907096	9201164
907051	9201169
906961	9201171
907289	9201175
907044	9201180
907251	9201182
906922	9201187
906975	9201192
907196	9201199
907159	9201205
906949	9201213
907249	9201216
906929	9201220
906932	9201228
906909	9201230
907062	9201239
907035	9201247
907059	9201250
907018	9201255
907135	9201259
907050	9201260
907144	9201261
906952	9201291
907273	9201317
906960	9201319
906939	9201326
907073	9201343
907147	9248890
907146	9248891
907032	9248894
907266	9248895
907314	9248899
907025	9248903
907174	9248906
907291	9248922
906888	9248925
907177	9248928
907307	9248932
907157	9248934
907231	9248935
907294	9257037
907007	9285704
907324	9312464
907001	9312472
907204	9324867
907239	9324872
907305	9324873
907302	9360980
907240	9375185
907352	9494830
907360	9561195
907364	9582803
907378	9860687
907385	9860688
907366	9860692
907380	9860698
907515	10128624
907774	10698575
907424	10698577
907456	10698582
907608	10698613
907703	10698627
907471	10698636
907847	10698641
907521	10698642
907733	10698645
907572	10698648
907445	10698651
907619	10698713
907826	10698715
907507	10698719
907834	10698721
907647	10698722
907594	10698729
907620	10698730
907460	10698734
907525	10698735
907421	10698736
907601	10698740
907483	10698743
907432	10698750
907414	10698753
907816	10698756
907614	10698757
907648	10698760
907463	10698772
907492	10698776
907435	10698787
906996	10698802
907520	10698805
907434	10698829
907612	10698830
907631	10698858
907561	10698860
907829	10698864
907788	10698878
907844	10698886
907715	10698888
907691	10698902
907853	10701236
907851	10701237
907848	10916217
907895	10949902
907882	10962848
907871	10962852
907900	11007226
907908	11077707
907917	11203431
907927	11664530
907926	11664531
907934	11736106
907946	11982096
907948	11985742
907959	12064594
907956	12064598
907951	12075017
907968	12087165
908021	12251679
908022	12255878
908069	12328606
908071	12332553
908158	12349317
908067	12452920
908055	12452929
907996	12452933
907995	12452934
908133	12452939
908254	12452946
908074	12452951
908000	12452960
907998	12452976
908124	12452979
908073	12452980
908181	12452983
908006	12453002
908187	12453004
908007	12453025
908086	12453030
908286	12453040
908011	12453046
908057	12453056
908068	12453062
908118	12453070
908002	12453080
908003	12453082
908060	12453087
907993	12453089
908054	12453091
908166	12453103
908177	12453104
908066	12453122
908115	12453128
908012	12453131
908200	12453133
907994	12453134
908344	12453136
908167	12453149
908394	12455512
908462	12554577
908046	12554580
908436	12584167
908599	12612477
908571	12612489
908628	12678458
908629	12678469
908650	12782054
908658	12799434
908655	12799478
908659	12809581
908683	12873671
908674	12873683
908710	13090242
908709	13090243
908701	13090246
908822	13595260
908909	13642343
908840	13642344
908908	13651173
908933	13698079
907618	14056777
907869	14056780
909134	14056798
907650	14056819
907436	14056821
907845	14056823
907870	14056828
907428	14056838
908912	14056844
909030	14056846
909023	14056854
908887	14056857
908939	14056898
908772	14056904
908842	14056907
908764	14056921
908774	14056978
908775	14056979
908749	14056981
908796	14056991
909026	14056997
908750	14056999
908787	14057000
908008	14057004
908777	14057049
908782	14057090
909031	14057099
907148	14057100
907415	14057101
